---
Session started at 3-7-24 at 6:58:50
iTunes sleep time 15 seconds at 7:08:11
iTunes sleep time 15 seconds at 7:08:26
iTunes sleep time 15 seconds at 7:08:41
iTunes sleep time 15 seconds at 7:08:56
iTunes sleep time 15 seconds at 7:09:11
iTunes sleep time 15 seconds at 7:09:26
iTunes sleep time 15 seconds at 7:09:41
iTunes sleep time 15 seconds at 7:09:56
iTunes sleep time 15 seconds at 7:10:11
iTunes sleep time 15 seconds at 7:10:26
iTunes sleep time 15 seconds at 7:10:41
iTunes sleep time 15 seconds at 7:10:56
iTunes sleep time 15 seconds at 7:11:11
iTunes sleep time 15 seconds at 7:11:26
iTunes sleep time 15 seconds at 7:11:41
iTunes sleep time 15 seconds at 7:11:56
iTunes sleep time 15 seconds at 7:12:11
iTunes sleep time 15 seconds at 7:12:26
iTunes sleep time 15 seconds at 7:12:41
iTunes sleep time 15 seconds at 7:12:56
iTunes sleep time 15 seconds at 7:13:11
iTunes sleep time 15 seconds at 7:13:26
iTunes sleep time 15 seconds at 7:13:41
iTunes sleep time 15 seconds at 7:13:56
iTunes sleep time 15 seconds at 7:14:11
iTunes sleep time 15 seconds at 7:14:26
iTunes sleep time 15 seconds at 7:14:41
iTunes sleep time 15 seconds at 7:14:57
iTunes sleep time 15 seconds at 7:15:12
iTunes sleep time 15 seconds at 7:15:27
iTunes sleep time 15 seconds at 7:15:42
iTunes sleep time 15 seconds at 7:15:57
iTunes sleep time 15 seconds at 7:16:12
iTunes sleep time 15 seconds at 7:16:27
iTunes sleep time 15 seconds at 7:16:42
iTunes sleep time 15 seconds at 7:16:57
iTunes sleep time 15 seconds at 7:17:12
iTunes sleep time 15 seconds at 7:17:27
iTunes sleep time 15 seconds at 7:17:42
iTunes sleep time 15 seconds at 7:17:57
iTunes sleep time 15 seconds at 7:18:12
iTunes sleep time 15 seconds at 7:18:27
iTunes sleep time 15 seconds at 7:18:42
iTunes sleep time 15 seconds at 7:18:57
iTunes sleep time 15 seconds at 7:19:12
iTunes sleep time 15 seconds at 7:19:27
iTunes sleep time 15 seconds at 7:19:42
iTunes sleep time 15 seconds at 7:19:57
iTunes sleep time 15 seconds at 7:20:12
iTunes sleep time 15 seconds at 7:20:27
iTunes sleep time 15 seconds at 7:20:42
iTunes sleep time 15 seconds at 7:20:57
iTunes sleep time 15 seconds at 7:21:12
iTunes sleep time 15 seconds at 7:21:27
iTunes sleep time 15 seconds at 7:21:42
iTunes sleep time 15 seconds at 7:21:57
iTunes sleep time 15 seconds at 7:22:12
iTunes sleep time 15 seconds at 7:22:27
iTunes sleep time 15 seconds at 7:22:42
iTunes sleep time 15 seconds at 7:22:57
iTunes sleep time 15 seconds at 7:23:12
iTunes sleep time 15 seconds at 7:23:27
iTunes sleep time 15 seconds at 7:23:42
iTunes sleep time 15 seconds at 7:23:57
iTunes sleep time 15 seconds at 7:24:12
iTunes sleep time 15 seconds at 7:24:27
iTunes sleep time 15 seconds at 7:24:42
iTunes sleep time 15 seconds at 7:24:57
iTunes sleep time 15 seconds at 7:25:12
iTunes sleep time 15 seconds at 7:25:27
iTunes sleep time 15 seconds at 7:25:42
iTunes sleep time 15 seconds at 7:25:57
iTunes sleep time 15 seconds at 7:26:12
iTunes sleep time 15 seconds at 7:26:27
iTunes sleep time 15 seconds at 7:26:42
iTunes sleep time 15 seconds at 7:26:57
iTunes sleep time 15 seconds at 7:27:12
iTunes sleep time 15 seconds at 7:27:27
iTunes sleep time 15 seconds at 7:27:42
iTunes sleep time 15 seconds at 7:27:57
iTunes sleep time 15 seconds at 7:28:12
iTunes sleep time 15 seconds at 7:28:27
iTunes sleep time 15 seconds at 7:28:42
iTunes sleep time 15 seconds at 7:28:57
iTunes sleep time 15 seconds at 7:29:12
iTunes sleep time 15 seconds at 7:29:27
iTunes sleep time 15 seconds at 7:29:42
iTunes sleep time 15 seconds at 7:29:57
iTunes sleep time 15 seconds at 7:30:13
iTunes sleep time 15 seconds at 7:30:28
iTunes sleep time 15 seconds at 7:30:43
iTunes sleep time 15 seconds at 7:30:58
iTunes sleep time 15 seconds at 7:31:13
iTunes sleep time 15 seconds at 7:31:28
iTunes sleep time 15 seconds at 7:31:43
iTunes sleep time 15 seconds at 7:31:58
iTunes sleep time 15 seconds at 7:32:13
iTunes sleep time 15 seconds at 7:32:28
iTunes sleep time 15 seconds at 7:32:43
iTunes sleep time 15 seconds at 7:32:58
iTunes sleep time 15 seconds at 7:33:13
iTunes sleep time 15 seconds at 7:33:28
iTunes sleep time 15 seconds at 7:33:43
iTunes sleep time 15 seconds at 7:33:58
iTunes sleep time 15 seconds at 7:34:13
iTunes sleep time 15 seconds at 7:34:28
iTunes sleep time 15 seconds at 7:34:43
iTunes sleep time 15 seconds at 7:34:58
iTunes sleep time 15 seconds at 7:35:13
iTunes sleep time 15 seconds at 7:35:28
iTunes sleep time 15 seconds at 7:35:43
iTunes sleep time 15 seconds at 7:35:58
iTunes sleep time 15 seconds at 7:36:13
iTunes sleep time 15 seconds at 7:36:28
iTunes sleep time 15 seconds at 7:36:43
iTunes sleep time 15 seconds at 7:36:58
iTunes sleep time 15 seconds at 7:37:13
iTunes sleep time 15 seconds at 7:37:28
iTunes sleep time 15 seconds at 7:37:43
iTunes sleep time 15 seconds at 7:37:58
iTunes sleep time 15 seconds at 7:38:13
iTunes sleep time 15 seconds at 7:38:28
iTunes sleep time 15 seconds at 7:38:43
iTunes sleep time 15 seconds at 7:38:58
iTunes sleep time 15 seconds at 7:39:13
iTunes sleep time 15 seconds at 7:39:28
iTunes sleep time 15 seconds at 7:39:43
iTunes sleep time 15 seconds at 7:39:58
iTunes sleep time 15 seconds at 7:40:13
iTunes sleep time 15 seconds at 8:23:49
iTunes sleep time 15 seconds at 8:24:04
iTunes sleep time 15 seconds at 8:24:19
iTunes sleep time 15 seconds at 8:24:34
iTunes sleep time 15 seconds at 8:24:49
iTunes sleep time 15 seconds at 8:25:04
iTunes sleep time 15 seconds at 8:25:19
iTunes sleep time 15 seconds at 8:25:34
iTunes sleep time 15 seconds at 8:25:49
iTunes sleep time 15 seconds at 8:26:04
iTunes sleep time 15 seconds at 8:26:19
iTunes sleep time 15 seconds at 8:26:34
iTunes sleep time 15 seconds at 8:26:49
iTunes sleep time 15 seconds at 8:27:04
iTunes sleep time 15 seconds at 8:27:19
iTunes sleep time 15 seconds at 8:27:34
iTunes sleep time 15 seconds at 8:27:49
iTunes sleep time 15 seconds at 8:28:04
iTunes sleep time 15 seconds at 8:28:19
iTunes sleep time 15 seconds at 8:28:34
iTunes sleep time 15 seconds at 8:28:49
iTunes sleep time 15 seconds at 8:29:04
iTunes sleep time 15 seconds at 8:29:19
iTunes sleep time 15 seconds at 8:29:34
iTunes sleep time 15 seconds at 8:29:49
iTunes sleep time 15 seconds at 8:30:04
iTunes sleep time 15 seconds at 8:30:19
iTunes sleep time 15 seconds at 8:30:34
iTunes sleep time 15 seconds at 8:30:49
iTunes sleep time 15 seconds at 8:31:05
iTunes sleep time 15 seconds at 8:31:20
iTunes sleep time 15 seconds at 8:31:35
iTunes sleep time 15 seconds at 8:31:50
iTunes sleep time 15 seconds at 8:32:05
iTunes sleep time 15 seconds at 8:32:20
iTunes sleep time 15 seconds at 8:32:35
iTunes sleep time 15 seconds at 8:32:50
iTunes sleep time 15 seconds at 8:33:05
iTunes sleep time 15 seconds at 8:33:20
iTunes sleep time 15 seconds at 8:33:35
iTunes sleep time 15 seconds at 8:33:50
iTunes sleep time 15 seconds at 8:34:05
iTunes sleep time 15 seconds at 8:34:20
iTunes sleep time 15 seconds at 8:34:35
iTunes sleep time 15 seconds at 8:34:50
iTunes sleep time 15 seconds at 8:35:05
iTunes sleep time 15 seconds at 8:35:20
iTunes sleep time 15 seconds at 8:35:35
iTunes sleep time 15 seconds at 8:35:50
iTunes sleep time 15 seconds at 8:36:05
iTunes sleep time 15 seconds at 8:36:20
iTunes sleep time 15 seconds at 8:36:35
iTunes sleep time 15 seconds at 8:36:50
iTunes sleep time 15 seconds at 8:37:05
iTunes sleep time 15 seconds at 8:37:20
iTunes sleep time 15 seconds at 8:37:35
iTunes sleep time 15 seconds at 8:37:50
iTunes sleep time 15 seconds at 8:38:05
iTunes sleep time 15 seconds at 8:38:20
iTunes sleep time 15 seconds at 8:38:35
iTunes sleep time 15 seconds at 8:38:50
iTunes sleep time 15 seconds at 8:39:05
iTunes sleep time 15 seconds at 8:39:20
iTunes sleep time 15 seconds at 8:39:35
iTunes sleep time 15 seconds at 8:39:50
iTunes sleep time 15 seconds at 8:40:05
iTunes sleep time 15 seconds at 8:40:20
iTunes sleep time 15 seconds at 8:40:35
iTunes sleep time 15 seconds at 8:40:50
iTunes sleep time 15 seconds at 8:41:05
iTunes sleep time 15 seconds at 8:41:20
iTunes sleep time 15 seconds at 8:41:35
iTunes sleep time 15 seconds at 8:41:50
iTunes sleep time 15 seconds at 8:42:05
iTunes sleep time 15 seconds at 8:42:20
iTunes sleep time 15 seconds at 8:42:35
iTunes sleep time 15 seconds at 8:42:50
iTunes sleep time 15 seconds at 24:50:36
iTunes sleep time 15 seconds at 24:50:51
iTunes sleep time 15 seconds at 24:51:06
iTunes sleep time 15 seconds at 24:51:21
---
